building_id;name_de;name_en;name_de_status;era;category;dlc;is_buildable;is_module;blueprint_cost_usd;construction_cost_usd;power_mw;power_note;jobs;education;job_quality;service_quality;visitors_capacity;households;housing_quality;minimum_wealth;road_required;size;beauty;unlock_building;special_notes;data_status;source_url;source_line_range
oil_well;Ölquelle;Oil Well;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Nahrung und Rohstoffe;Grundspiel;Ja;Nein;2500;5000;;;4;Oberschule;;;;;;;;2x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L187-L209
cannery;Konservenfabrik;Cannery;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Grundspiel;Ja;Nein;3250;6500;-80;;8;Ungebildet;;;;;;;;3x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
creamery;Molkerei;Creamery;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Grundspiel;Ja;Nein;5250;10500;;;4;Ungebildet;;;;;;;;4x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
cigar_factory;Zigarrenfabrik;Cigar Factory;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Grundspiel;Ja;Nein;6750;13600;;;5;Oberschule;;;;;;;;3x5;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
shipyard;Schiffswerft;Shipyard;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Grundspiel;Ja;Nein;4750;9500;;;5;Oberschule;;;;;;;;3x3, Küste;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
steel_mill;Stahlwerk;Steel Mill;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Grundspiel;Ja;Nein;4750;9500;;;8;Oberschule;;;;;;;;4x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
textile_mill;Textilfabrik;Textile Mill;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Grundspiel;Ja;Nein;5250;10500;;;10;Ungebildet;;;;;;;;5x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
weapons_factory;Waffenfabrik;Weapons Factory;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Grundspiel;Ja;Nein;9000;18000;;;8;Oberschule;;;;;;;;5x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
balloon_factory;Ballonfabrik;Balloon Factory;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Festival;Ja;Nein;5650;11300;;;4;Oberschule;;;;;;;;3x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
mask_factory;Maskenfabrik;Mask Factory;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Going Viral;Ja;Nein;3000;12000;;;6;Ungebildet;;;;;;;;3x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
yacht_shipyard;Yachtwerft;Yacht Shipyard;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Industrie;Tropican Shores;Ja;Nein;6250;25000;-40;;6;Oberschule;;;;;;;;7x17, Küste;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
house;Haus;House;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Wohnen;Grundspiel;Ja;Nein;1000;1450;;;;;;;;3;64;Wohlhabend;;2x1;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L247-L270
flophouse;Mietskaserne;Flophouse;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Wohnen;Grundspiel;Ja;Nein;1000;1800;;;;;;;;9;38;Arm;;3x1;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L247-L270
apartment;Apartmenthaus;Apartment;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Wohnen;Grundspiel;Ja;Nein;1500;3000;;;;;;;;10;52;Wohlhabend;;3x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L247-L270
official_residence;Amtsresidenz;Official Residence;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Wohnen;Lobbyistico;Ja;Nein;2500;2000;-15;;;;;;;1;100;Pleite (Fraktionsführer);Ja;2x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L247-L270
floating_neighborhood;Schwimmendes Viertel;Floating Neighborhood;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Wohnen;Tropican Shores;Ja;Nein;1000;4000;;;;;;;;12;65;Wohlhabend;;4x3, Wasser;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L247-L270
botanical_garden;Botanischer Garten;Botanical Garden;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Unterhaltung;Grundspiel;Ja;Nein;2100;4200;;;2;Ungebildet;45;30;16;;;Pleite;;6x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L272-L296
funfair_pier;Jahrmarkt-Pier;Funfair Pier;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Unterhaltung;Grundspiel;Ja;Nein;3675;7350;-20;;6;Ungebildet;45;60;24;;;Arm;;4x3, Küste;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L272-L296
restaurant;Restaurant;Restaurant;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Unterhaltung;Grundspiel;Ja;Nein;1300;2600;;;4;Ungebildet;45;65;12;;;Wohlhabend;;2x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L272-L296
party_blimps;Partyzeppeline;Party Blimps;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Unterhaltung;Festival;Ja;Nein;3100;6200;;;4;Ungebildet;55;;;;;Pleite;Ja;3x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L272-L296
floating_restaurant;Schwimmendes Restaurant;Floating Restaurant;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Unterhaltung;Tropican Shores;Ja;Nein;950;3800;;;5;Ungebildet;60;70;10;;;Wohlhabend;;4x2, Wasser;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L272-L296
climbing_park;Kletterpark;Climbing Park;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Unterhaltung;Return to Nature;Ja;Nein;875;3500;;;5;Ungebildet;45;50;15;;;Arm;;4x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L272-L296
cabaret;Kabarett;Cabaret;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Luxusunterhaltung;Grundspiel;Ja;Nein;2500;5000;;;4;Oberschule;50;65;16;;;Wohlhabend;;3x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L298-L316
el_presidente_club;El-Presidente-Club;El Presidente Club;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Luxusunterhaltung;Lobbyistico;Ja;Nein;8000;15000;;;2-4;Ungebildet;;;;;;;;3x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L298-L316
tropitanic;Tropitanic;Tropitanic;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Luxusunterhaltung;Tropican Shores;Ja;Nein;4000;0;;;6;Ungebildet;60;80;18;;;Wohlhabend;;7x2;;;"Baukosten laut Wiki: 0 beim Baubeginn; Projektbau";verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L298-L316
high_school;Oberschule;High School;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Medien und Bildung;Grundspiel;Ja;Nein;3500;7000;;;4;Oberschule;50;;32;;;Pleite;;4x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L318-L334
college;Hochschule;College;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Medien und Bildung;Grundspiel;Ja;Nein;6000;12000;;;3;Hochschule;70;;24;;;Pleite;;5x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L318-L334
radio_station;Radiosender;Radio Station;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Medien und Bildung;Grundspiel;Ja;Nein;1200;2400;-10;;2;Oberschule;65;;;;;;;3x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L318-L334
forest_school;Waldschule;Forest School;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Medien und Bildung;Return to Nature;Ja;Nein;1875;7500;;;5;Oberschule;55;;25;;;Pleite;;4x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L318-L334
church;Kirche;Church;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Öffentliche Dienste;Grundspiel;Ja;Nein;2300;4600;;;3;Oberschule;65;60 (Glaube);18;;;Pleite;Nein;4x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
clinic;Klinik;Clinic;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Öffentliche Dienste;Grundspiel;Ja;Nein;1500;3000;;;2;Hochschule;70;60 (Gesundheit);12;;;Arm;Nein;3x1;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
fire_station;Feuerwache;Fire Station;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Öffentliche Dienste;Grundspiel;Ja;Nein;2250;4500;;;4;Oberschule;65;;;;;;Ja;3x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
fresh_water_tower;Frischwasserturm;Fresh Water Tower;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Öffentliche Dienste;Going Viral;Ja;Nein;500;1200;;;;;;;;;;;Nein;2x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
healing_howitzer;Heilhaubitze;Healing Howitzer;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Öffentliche Dienste;Going Viral;Ja;Nein;500;5500;;;3;Oberschule;65;;;;;;;;;;Weitere Tabellenwerte auf der Quellseite nicht vollständig angegeben;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
food_stall;Imbissstand;Food Stall;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Öffentliche Dienste;Return to Nature;Ja;Nein;500;600;;;1;Ungebildet;45;+10 (Nahrung);3;;;Arm;Nein;1x1;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
outdoor_gym;Freiluft-Fitnessstudio;Outdoor Gym;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Öffentliche Dienste;Return to Nature;Ja;Nein;500;950;;;1;Ungebildet;45;+10 (Gesundheit);3;;;Pleite;Nein;1x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
watchtower;Beobachtungsturm;Watchtower;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Überfälle und Militär;Grundspiel;Ja;Nein;1000;600;;;3;Ungebildet;45;;;;;;Nein;1x1;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L396-L417
barracks;Kaserne;Barracks;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Überfälle und Militär;Grundspiel;Ja;Nein;3000;6000;;;8;Ungebildet;40;;;;;;Nein;5x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L396-L417
army_base;Militärstützpunkt;Army Base;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Überfälle und Militär;Grundspiel;Ja;Nein;7500;15000;;;2;Ungebildet;65;;;;;;Nein;6x5;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L396-L417
commando_garrison;Kommandogarnison;Commando Garrison;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Überfälle und Militär;Grundspiel;Ja;Nein;4000;8000;;;6;Oberschule;55;;;;;;Ja;5x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L396-L417
trade_institute;Handelsinstitut;Trade Institute;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Regierung und Finanzen;The Llama of Wall Street;Ja;Nein;5000;8500;;;4;Hochschule;60;;;;;;Nein;3x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
police_station;Polizeiwache;Police Station;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Regierung und Finanzen;Grundspiel;Ja;Nein;1400;2800;;;4;Ungebildet;60;;;;;;Ja;4x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
prison;Gefängnis;Prison;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Regierung und Finanzen;Grundspiel;Ja;Nein;6000;12000;;;6;Oberschule;50;;32 in Gewahrsam;;;;Nein;6x5;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
immigration_office;Einwanderungsbehörde;Immigration Office;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Regierung und Finanzen;Grundspiel;Ja;Nein;2000;4000;;;2;Hochschule;55;;;;;;Nein;3x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
customs_office;Zollamt;Customs Office;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Regierung und Finanzen;Grundspiel;Ja;Nein;4500;9000;;;5;Hochschule;60;;;;;;Nein;2x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
ministry;Ministerium;Ministry;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Regierung und Finanzen;Grundspiel;Ja;Nein;8000;16000;;;5;Ungebildet;85;;;;;;Nein;4x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
embassy;Botschaft;Embassy;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Regierung und Finanzen;Grundspiel;Ja;Nein;2500;5000;;;;;;;;;;;Nein;4x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
bank;Bank;Bank;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Regierung und Finanzen;Grundspiel;Ja;Nein;7500;15000;;;4;Hochschule;70;;;;;;Nein;5x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
corruption_agency;Korruptionsbehörde;Corruption Agency;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Zeitalter der Weltkriege;Regierung und Finanzen;Lobbyistico;Ja;Nein;4000;10000;;;4;Oberschule;65;;;;;;Ja;4x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
nuclear_power_plant;Atomkraftwerk;Nuclear Power Plant;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Kalter Krieg;Verkehr und Infrastruktur;Grundspiel;Ja;Nein;16000;32000;800;;4;Hochschule;;;;;;;Ja;8x6;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L143-L185
metro_station;U-Bahn-Station;Metro Station;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Kalter Krieg;Verkehr und Infrastruktur;Grundspiel;Ja;Nein;1250;2500;-20;;2;Ungebildet;;;;;;;Nein;1x1;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L143-L185
tidal_power_station;Gezeitenkraftwerk;Tidal Power Station;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Kalter Krieg;Verkehr und Infrastruktur;Tropican Shores;Ja;Nein;3500;14000;;;4;Oberschule;;;;;;;Nein;5x4, Wasser;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L143-L185
fish_farm;Fischfarm;Fish Farm;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Kalter Krieg;Nahrung und Rohstoffe;Grundspiel;Ja;Nein;4000;8000;-10;;4;Oberschule;;;;;;;;3x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L187-L209
oil_rig;Ölplattform;Oil Rig;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Kalter Krieg;Nahrung und Rohstoffe;Grundspiel;Ja;Nein;10000;20000;;;6;Oberschule;;;;;;;;3x2, Wasser;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L187-L209
reclaimer;Rückgewinnungsanlage;Reclaimer;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Kalter Krieg;Nahrung und Rohstoffe;New Frontiers;Ja;Nein;2250;8500;-65;;;;;;;;;;;2x7;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L187-L209
chocolate_factory;Schokoladenfabrik;Chocolate Factory;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Kalter Krieg;Industrie;Grundspiel;Ja;Nein;3250;6500;;;5;Ungebildet;;;;;;;;2x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
furniture_factory;Möbelfabrik;Furniture Factory;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Kalter Krieg;Industrie;Grundspiel;Ja;Nein;4000;8000;-25;;5;Ungebildet;;;;;;;;2x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
jewelry_workshop;Juwelierwerkstatt;Jewelry Workshop;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Kalter Krieg;Industrie;Grundspiel;Ja;Nein;4750;9500;;;4;Oberschule;;;;;;;;3x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L211-L245
