recipe_id;building_id;building_name_de;building_name_en;mode_name_de;mode_name_en;workers;education;input_1_good_de;input_1_good;input_1_qty_per_worker_workday;input_2_good_de;input_2_good;input_2_qty_per_worker_workday;output_good_de;output_good;output_qty_per_worker_workday;profit_per_worker_workday;efficiency_basis_percent;measurement_basis;data_status;notes;source_url;secondary_source
hydroponic_banana;hydroponic_plantation;Hydrokulturplantage;Hydroponic Plantation;Banane;Banana;4;HS;;;;;;;Bananen;Banana;5.65;9.605;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
hydroponic_pineapple;hydroponic_plantation;Hydrokulturplantage;Hydroponic Plantation;Ananas;Pineapple;4;HS;;;;;;;Ananas;Pineapple;5.65;9.04;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
hydroponic_sugar;hydroponic_plantation;Hydrokulturplantage;Hydroponic Plantation;Zucker;Sugar;4;HS;;;;;;;Zucker;Sugar;3.4;8.5;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
hydroponic_cocoa;hydroponic_plantation;Hydrokulturplantage;Hydroponic Plantation;Kakao;Cocoa;4;HS;;;;;;;Kakao;Cocoa;2.25;8.1;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
hydroponic_tobacco;hydroponic_plantation;Hydrokulturplantage;Hydroponic Plantation;Tabak;Tobacco;4;HS;;;;;;;Tabak;Tobacco;4;8.6;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
hydroponic_coffee;hydroponic_plantation;Hydrokulturplantage;Hydroponic Plantation;Kaffee;Coffee;4;HS;;;;;;;Kaffee;Coffee;2.25;8.55;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
hydroponic_cotton;hydroponic_plantation;Hydrokulturplantage;Hydroponic Plantation;Baumwolle;Cotton;4;HS;;;;;;;Baumwolle;Cotton;7.9;10.665;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
hydroponic_rubber;hydroponic_plantation;Hydrokulturplantage;Hydroponic Plantation;Gummi;Rubber;4;HS;;;;;;;Gummi;Rubber;2.8;8.96;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
ranch_cattle_meat;ranch;Ranch;Ranch;Rinder (Fleischschwerpunkt);Cattle (Meat Focus);4;;;;;;;;Fleisch;Meat;1.5;4.95;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
ranch_cattle_hides;ranch;Ranch;Ranch;Rinder (Häuteschwerpunkt);Cattle (Hides Focus);4;;;;;;;;Häute;Hides;2;4.95;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
ranch_sheep_wool;ranch;Ranch;Ranch;Schafe (Wollschwerpunkt);Sheep (Wool Focus);4;;;;;;;;Wolle;Wool;1.5;4.625;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
ranch_sheep_milk;ranch;Ranch;Ranch;Schafe (Milchschwerpunkt);Sheep (Milk Focus);4;;;;;;;;Milch;Milk;0.5;4.625;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
ranch_crocodile;ranch;Ranch;Ranch;Krokodile;Crocodile;4;;;;;;;;Leder;Leather;0.8;4.32;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
ranch_pig;ranch;Ranch;Ranch;Schweine;Pig;4;;;;;;;;Fleisch;Meat;2;4.6;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
ranch_llama;ranch;Ranch;Ranch;Lamas;Llama;4;;;;;;;;Wolle;Wool;2;4.7;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
ranch_goat;ranch;Ranch;Ranch;Ziegen;Goat;4;;;;;;;;Milch;Milk;2;4.4;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
factory_ranch_cattle_meat;factory_ranch;Industrielle Ranch;Factory Ranch;Rinder (Fleischschwerpunkt);Cattle (Meat Focus);4;;Mais;Corn;3;;;;Fleisch;Meat;6;13.8;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
factory_ranch_cattle_hides;factory_ranch;Industrielle Ranch;Factory Ranch;Rinder (Häuteschwerpunkt);Cattle (Hides Focus);4;;Mais;Corn;3;;;;Häute;Hides;8;13.8;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
factory_ranch_sheep_wool;factory_ranch;Industrielle Ranch;Factory Ranch;Schafe (Wollschwerpunkt);Sheep (Wool Focus);4;;Mais;Corn;3;;;;Wolle;Wool;6;12.5;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
factory_ranch_sheep_milk;factory_ranch;Industrielle Ranch;Factory Ranch;Schafe (Milchschwerpunkt);Sheep (Milk Focus);4;;Mais;Corn;3;;;;Milch;Milk;2;12.5;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
factory_ranch_crocodile;factory_ranch;Industrielle Ranch;Factory Ranch;Krokodile;Crocodile;4;;Fisch;Fish;3.3;;;;Leder;Leather;4;13.02;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
factory_ranch_pig;factory_ranch;Industrielle Ranch;Factory Ranch;Schweine;Pig;4;;Mais;Corn;4;;;;Fleisch;Meat;9;12.7;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
factory_ranch_llama;factory_ranch;Industrielle Ranch;Factory Ranch;Lamas;Llama;4;;Mais;Corn;3;;;;Wolle;Wool;8;12.8;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
factory_ranch_goat;factory_ranch;Industrielle Ranch;Factory Ranch;Ziegen;Goat;4;;Mais;Corn;2;;;;Milch;Milk;8;13.6;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
mine_coal;mine;Mine;Mine;Kohle;Coal;5;;;;;;;;Kohle;Coal;2;4.8;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
mine_iron;mine;Mine;Mine;Eisen;Iron;5;;;;;;;;Eisen;Iron;2;5;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
mine_gold;mine;Mine;Mine;Gold;Gold;5;;;;;;;;Gold;Gold;0.6;5.4;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
mine_uranium;mine;Mine;Mine;Uran;Uranium;5;;;;;;;;Uran;Uranium;0.4;4.8;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
mine_aluminium;mine;Mine;Mine;Aluminium;Aluminium;5;;;;;;;;Aluminium;Aluminium;2;5.2;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
mine_nickel;mine;Mine;Mine;Nickel;Nickel;5;;;;;;;;Nickel;Nickel;1.2;5.04;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
automated_mine_coal;automated_mine;Automatisierte Mine;Automated Mine;Kohle;Coal;3;;;;;;;;Kohle;Coal;6.7;16.08;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
automated_mine_iron;automated_mine;Automatisierte Mine;Automated Mine;Eisen;Iron;3;;;;;;;;Eisen;Iron;6.7;16.75;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
automated_mine_gold;automated_mine;Automatisierte Mine;Automated Mine;Gold;Gold;3;;;;;;;;Gold;Gold;2;18;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
automated_mine_uranium;automated_mine;Automatisierte Mine;Automated Mine;Uran;Uranium;3;;;;;;;;Uran;Uranium;1.35;16.2;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
automated_mine_aluminium;automated_mine;Automatisierte Mine;Automated Mine;Aluminium;Aluminium;3;;;;;;;;Aluminium;Aluminium;6.7;17.42;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
automated_mine_nickel;automated_mine;Automatisierte Mine;Automated Mine;Nickel;Nickel;3;;;;;;;;Nickel;Nickel;4;16.8;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
fish_farm_fish;fish_farm;Fischfarm;Fish Farm;Fisch;Fish;4;HS;;;;;;;Fisch;Fish;3.85;10.01;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
fish_farm_shellfish;fish_farm;Fischfarm;Fish Farm;Schalentiere;Shellfish;4;HS;;;;;;;Schalentiere;Shellfish;3.85;10.78;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
oil_well;oil_well;Ölquelle;Oil Well;Standard;Standard;4;HS;;;;;;;Öl;Oil;1;7.4;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
oil_rig;oil_rig;Ölplattform;Oil Rig;Standard;Standard;6;HS;;;;;;;Öl;Oil;1.25;9.25;100;je Arbeiter und Arbeitstag bei 100 % Effizienz;measured_community;;https://steamcommunity.com/sharedfiles/filedetails/?id=1720095953;https://github.com/LosLebos/AI-Repository/blob/tropico-planner-stage1/script.js
toy_workshop_wooden;toy_workshop;Spielzeugfabrik;Toy Workshop;Holzspielzeug;Wooden Toys;4;;Baumstämme;Logs;1000;;;;Spielzeug;Toys;1729;;100;ungefähre Testcharge;measured_community_batch;"Community-Test; Mengen sind eine Testcharge, nicht je Arbeiter/Arbeitstag.";https://steamcommunity.com/app/492720/discussions/0/3388420307307354120/;https://tropico.fandom.com/wiki/Toy_Workshop
toy_workshop_cuddly;toy_workshop;Spielzeugfabrik;Toy Workshop;Stoffspielzeug;Cuddly Toys;4;;Baumwolle;Cotton;1000;;;;Spielzeug;Toys;1443;;100;ungefähre Testcharge;measured_community_batch;"Community-Test; Mengen sind eine Testcharge, nicht je Arbeiter/Arbeitstag.";https://steamcommunity.com/app/492720/discussions/0/3388420307307354120/;https://tropico.fandom.com/wiki/Toy_Workshop
toy_workshop_rubber;toy_workshop;Spielzeugfabrik;Toy Workshop;Gummispielzeug;Rubber Toys;4;;Gummi;Rubber;936;;;;Spielzeug;Toys;4250;;100;ungefähre Testcharge;measured_community_batch;"Community-Test; Mengen sind eine Testcharge, nicht je Arbeiter/Arbeitstag.";https://steamcommunity.com/app/492720/discussions/0/3388420307307354120/;https://tropico.fandom.com/wiki/Toy_Workshop
toy_workshop_radio;toy_workshop;Spielzeugfabrik;Toy Workshop;Ferngesteuertes Spielzeug;Radio-controlled Toys;4;;Gummi;Rubber;597;Elektronik;Electronics;86;Spielzeug;Toys;4250;;100;ungefähre Testcharge;measured_community_batch;"Community-Test; Mengen sind eine Testcharge, nicht je Arbeiter/Arbeitstag.";https://steamcommunity.com/app/492720/discussions/0/3388420307307354120/;https://tropico.fandom.com/wiki/Toy_Workshop
coconut_harvester_unknown;coconut_harvester;Kokosnussernter;Coconut Harvester;Unbekannt;Unknown;6;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
logging_camp_unknown;logging_camp;Holzfällerlager;Logging Camp;Unbekannt;Unknown;6;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
fishermens_wharf_unknown;fishermens_wharf;Fischereihafen;Fishermen's Wharf;Unbekannt;Unknown;5;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
pearl_divers_unknown;pearl_divers;Perlentaucher;Pearl Divers;Unbekannt;Unknown;4;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
beekeeper_unknown;beekeeper;Imkerei;Beekeeper;Unbekannt;Unknown;4;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
fireworks_factory_unknown;fireworks_factory;Feuerwerksfabrik;Fireworks Factory;Unbekannt;Unknown;4;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
charcoal_burner_unknown;charcoal_burner;Köhlerei;Charcoal Burner;Unbekannt;Unknown;4;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
paper_mill_unknown;paper_mill;Papierfabrik;Paper Mill;Unbekannt;Unknown;5;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
printing_house_unknown;printing_house;Druckerei;Printing House;Unbekannt;Unknown;5;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
balloon_factory_unknown;balloon_factory;Ballonfabrik;Balloon Factory;Unbekannt;Unknown;4;Oberschule;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
mask_factory_unknown;mask_factory;Maskenfabrik;Mask Factory;Unbekannt;Unknown;6;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
yacht_shipyard_unknown;yacht_shipyard;Yachtwerft;Yacht Shipyard;Unbekannt;Unknown;6;Oberschule;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
reclaimer_unknown;reclaimer;Rückgewinnungsanlage;Reclaimer;Unbekannt;Unknown;;;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
agriculture_tower_unknown;agriculture_tower;Landwirtschaftsturm;Agriculture Tower;Unbekannt;Unknown;4;Oberschule;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
synthetic_food_lab_unknown;synthetic_food_lab;Labor für synthetische Nahrung;Synthetic Food Lab;Unbekannt;Unknown;4;Oberschule;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
smart_furniture_studio_unknown;smart_furniture_studio;Studio für intelligente Möbel;Smart Furniture Studio;Unbekannt;Unknown;10;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
drone_factory_unknown;drone_factory;Drohnenfabrik;Drone Factory;Unbekannt;Unknown;8;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
battery_plant_unknown;battery_plant;Batteriefabrik;Battery Plant;Unbekannt;Unknown;10;Ungebildet;;;;;;;;;;;;unbekannt;unknown_not_publicly_documented;In den verwendeten Quellen wurde kein belastbarer Produktionsmesswert gefunden.;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);
